,eng_reference,thai_reference,trimmed_segment_path
6115,"And finally, you're going to have to have a lot of goals, because that's what you're going to have to hold on to -- in fact, human beings, which may be painful -- that no one can live with us forever, even if today's a good friend, we have to look at the fact that he can't stay with us forever.",และท้ายที่สุดคุณจะต้องมีเป้าหมายของคุณให้เยอะนนะครับ เพราะนั้นคือสิ่งที่คุณจะต้องเกาะไว้ ในความเป็นจริงของมนุษย์เรา ซึ่งฟังแล้วอาจจะน่าเจ็บปวดนั้นก็คือ ไม่มีใครอยู่กับเราได้ตลอดชีวิต แม้วันนี้จะมีกัลยาณมิตรที่ดีแค่ไหน วันนี้จะมีเพื่อนที่ดีแค่ไหน เราก็ต้องมองข้อเท็จจริงว่าเขาอยู่กับเราไม่ได้ตลอด,combined_wav/combined_output_6116.wav
6117,"And then we follow that dream -- this is where I'm going -- this is the way I'm going, this is the way I'm going to prove my goal, when you're able to develop these three elements at the same time, it won't make you too strong to be alone, but it will keep you balanced.",แล้วเราก็เดินทางตามความฝันนั้น เดินทางตามความเข้าใจว่า นี้แหละคือทางที่ฉันจะไป นี้ละ หนทางที่ฉันจะพิสูจน์เป้าหมายของตัวเอง เมื่อคุณพัฒนา 3 องค์ประกอบนี้ไปได้พร้อมๆกัน มันจะไม่ได้ทำให้คุณแข็งแกร่งจนโดดเดี่ยว แต่มันจะทำให้คุณอยู่ได้อย่างสมดุล ตอนที่คุณอยู่คนเดียวก็อาจจะมีเหงาบ้าง,combined_wav/combined_output_6118.wav
6119,"And you can't go back to your family, which is fine if you can't, and learn to live with yourself, while",และก็ไม่สามารถกลับไปหาครอบครัวได้ ซึ่งถ้ากลับไปไม่ได้ก็ไม่เป็นอะไรครับ แล้วก็เรียนรู้ที่จะอยู่ด้วยตัวเอง ในขณะเดียวกัน คุณเองที่ค่อยๆดีขึ้นๆ ทำอะไรมีคุณค่าแล้วก็มีประโยชน์ มันก็จะสนับสนุนให้ตัวคุณมั่นคงมากขึ้นในเวลาที่อยู่ เพียงลำพัง,combined_wav/combined_output_6120.wav
6120,"And when you have a good friend, and the moment you meet is happy, you realize that if he doesn't exist, you can",แล้วพอคุณมีกัลยาณมิตรที่ดี ช่วงเวลาที่เจอกันก็จะมีความสุขครับ ก็จะยอมรับได้ว่า ถ้ามันไม่มีเขาคุณก็อยู่ได้ หรือถ้าวันหนึ่งเขาก็จะจากไป คนที่เอาความสุขไปไว้กับ คนอื่น มันเหมือนให้คนอื่นมาตอบสนองจิตใจตัวเอง,combined_wav/combined_output_6121.wav
6124,"It's also going to be about prioritizing, listeners, the most important thing is always to be yourself first, to have",มันจะเชื่อมโยงไปถึง การเรียงลำดับความสำคัญด้วยครับคุณผู้ฟัง สิ่งที่สำคัญที่สุดจะต้องมีการเป็นตัวเองมาก่อนเสมอ จะไม่มีใครสำคัยไปกว่าตัวเราได้ และรองลงมาก็จะเป็นคนสำคัญอื่นๆในชีวิต เพราะฉะนั้นเมื่อคุณยึดตัวเอง ต่อให้วันนี้คุณไม่ได้มีความสุขเพียงพอ คุณไม่ได้มั่นคงเพียงพอ แต่อย่างน้อยถ้ามันมีเป้าหมายให้ยึด,combined_wav/combined_output_6125.wav
6138,"We can be happy on our own, while others are happy, but everything will not pour and fall, nor will it hurt when someone leaves us, because at the end of the day our main joy, or our most important theme, is ourselves, our point is our goal.",เราก็มีความสุขให้ได้ด้วยตนเองโดยที่ยังมีคนอื่นเป็นความสุขอยู่ แต่ทุกอย่างจะไม่ เทและล้มลงไป หรือไม่รู้สึกเจ็บปวดเมื่อใครทิ้งเราไป เพราะท้ายที่สุดความสุขหลักของเรา หรือเรื่องหลักที่สุดของเราก็คือตัวเราเอง ซึ่งจุดของตัวเราก็คือเป้าหมายของตัวเรา ขอให้ทุกท่านประสบความสำเร็จในการ,combined_wav/combined_output_6139.wav
6139,"So, if you're looking for a 10,000-dollar car that doesn't work, you can come and see it first.",สร้างเป้าหมายชีวิตและเดินทางไปสู่เส้นชัยตรงนั้นนะครับ โดยที่ยังมีกัลยาณมิตรที่ดี และมีความสุขให้ได้ด้วยตัวเองอย่างสมดุล สวัสดีครับ ใครที่กำลังมองหารถราคาหลักหมื่นไม่ใช้ งานอยู่นะครับก็สามารถมาดูรถก่อนได้นะ ครับสวัสดีครับมาพบกับผมอีกแล้วนะครับ ช่างมีรถมือสองนะครับเห็นผมแสดงว่ามีรถ,combined_wav/combined_output_6140.wav
6144,"August 31, 2530, oh, three, 67, that's about 37 years.",ที่ 31 สิงหาคม 2530 โอ้โห 3 นะครับก็ 3 อนี่มัน 67 นะ ก็ประมาณ 37 ปีนะครับคันนี้นะ โอ้โหิสุสีดำนะครับ,combined_wav/combined_output_6145.wav
6150,"All right, let's check the driver's side. Yeah, it's the door. It's Mike's number, 6454 67.",เออโอเค ไปดูฝั่งคนขับนะ ครับประตูมานะ ครับเลขไมค์นะครับอยู่ที่ 6454 67 นะครับ,combined_wav/combined_output_6151.wav
6151,Let's start with a little noise. Let's go to the key.,มาลองสตาร์ทฟังเสียงสักหน่อยดีกว่า ครับไปกุญแจมานะครับอลงสตาร์ทเลยเนาะโอ ติดแล้วนะครับติดแล้ว,combined_wav/combined_output_6152.wav
6155,"Okay, I'll show you the engine. I'll show you the engine. The lights work.",นะโอเคเดี๋ยวผมพาไปดูเครื่องยนต์ดีกว่าอ เดี๋ยวผมแวะให้ดูเครื่องยนต์นะครับก็ระบบ ไฟเี้ยวต่างๆก็ใช้งานได้นะอ่า  สำหรับคันนี้เจ้าของเปิดราคาไว้ที่ 55000 บาทนะครับ 55000 บาทนะครับสำหรับเพื่อนๆ,combined_wav/combined_output_6156.wav
6164,"May, this is another artifact that came with you today, and look at this picture, this is from Sergeant Not's girlfriend.",พฤษภาคมค่ะนะฮะอันนี้คืออีกโบราณวัตถุอีก ชิ้นนึงที่มาด้วยวันนี้ค่ะนะฮะอ่าแล้วก็ ดูภาพ ฮะนี่อันนี้คือภาพในแฟนเพจจ่าโนนตนะฮะอื อ่าก็ได้นำประมวลภาพมาให้ชมเพิ่มเติมเนี่ ค่ะนะ,combined_wav/combined_output_6165.wav
6165,"Well, look at the Golden Boy, well, welcome to the Ministry of Culture fanpage. The Museum of Metropolitan Art has announced that the",ฮะแล้วดูหน้าตาโกเด้นบอยฮะนี่อืมนะก็ เตรียมต้อนรับนะฮะในแฟนเพจของกระทรวง วัฒนธรรมฮะอก็เปิดเผยว่าเ่อทางพิพิธภัณฑ์ ศิลปะเมโทรโพลิทันจะส่งโกลเด้นบอยแล้วก็ โบราณวัตถุอีก 1 ชิ้นเมื่อสักครู่เนะกลับ คืนสู่ไทยพร้อมกัน 20 พฤษภาคมคือวันนี้ไง,combined_wav/combined_output_6166.wav
6172,"It's important to turn the page on history, because this ancient artifact is a historical testimony to the ancient belief culture",สำคัญนะที่จะพลิกหน้าประวัติศาสตร์ครับ เพราะว่าเ่อโบราณวัตถุชิ้นเนี้ยจะเป็นตัว ยืนยันเป็นหลักฐานในทางประวัติศาสตร์ สำคัญถึงวัฒนธรรมความเชื่อนะอ่าในพื้นที่ ของประเทศไทยฮะเพราะว่าโบราณวัตถุ โกลเด้นบอยเนี่ยนะค้นพบที่ปราสาทหินเมือง,combined_wav/combined_output_6173.wav
6188,"If you want to get a different result, it doesn't matter how much money it takes, because the right number for retirement will increase every year because the main inflation is that if you don't win the first one, it's hard to win.",ถ้าคุณอยากได้ผลที่แตกต่างกระบวนการในการ ทำก็ต้องแตกต่างมันไม่ใช่ว่าต้องมีเงิน จำนวนเท่าไหร่เพราะว่าจำนวนเนี้ยจำนวนที่ เหมาะสมสำหรับเกษียณน่ะมันจะเพิ่มขึ้น เรื่อยๆทุกปีเพราะว่าเงินเฟ้อสำคัญคือว่า เราต้องชนะเงินเฟ้อให้ได้ถ้าเราไม่ชนะ เงินเฟิร์นะก็เซียนยากมาก เลยก่อนเข้าสู่เนื้อหาอย่าลืมกดไลค์กด แชร์และกดกระดิ่งจะได้ไม่พลาดคลิปเก่าที่,combined_wav/combined_output_6189.wav
6193,"If you want to be rich, don't build a business, because 70 of them fail within the first year, 90 fail within four",เงินเพียงพอในการใช้ชีวิตเพราะว่าถ้าย อยากมีเงินเพียงพอในการใช้ชีวิตเป็นนักลง ทุนดีกว่าอย่าสร้างธุรกิจเลยเพราะว่าถ้า คุณอยากรวยอย่าสร้างธุรกิจครับเพราะ 70 ของธุรกิจล้มเหลวแน่ๆภายในปีแรก 90 ล้ม เหลวภายใน 4 ปีแต่ถ้าคุณเป็นนักลงทุนคุณ เอาเงินของตัวเองไปลงทุนกับธุรกิจที่มี โครงสร้างมี อยู่แล้วและมี อยู่แล้วและมีฐานลูกค้าอยู่แล้ว โอกาสของสำเร็จของ อะมันสูงกว่าถ้าคุณ,combined_wav/combined_output_6194.wav
6197,"Most of the time you have some money so you can make a lot of money, it's the reason why you put your money in your debt, or for three or four, six, seven, because it's a lot of money, but when you start having money, don't rush it, but this guy, of course, has to say, as far as I'm concerned, in 1000 people.",มากที่สุดตอนนี้คุณมีเงิน จำนวนนึงแล้วอ่ะคุณเลยสามารถหาเงินได้ เยอะมากมันเป็นเหตุผลที่ ยอม เอาเงินของตัวเองวางที่ตาสาหนี้หรือว่า เพื่อ 3 4 6 7 เขา ก็ยอมเพราะว่าเงินต้นของเาเยอะมากเป็น หลาย ารส่วนตอนที่ คุณเริ่มมีเงินต้นอย่าเพิ่งรีบเพิ่งเฟือย แต่แน่นอนน้อยคนนี้ทำได้ครับต้องบอกว่า เท่าที่ ได้รู้จักมานะครับใน 1000 คน,combined_wav/combined_output_6198.wav
6199,"You buy a car and money that's going to take a lifetime to trade you for it, but if you make a fortune on the money given to us, our money won't run out of money.",คุณซื้อรถกับเงินที่ต้องใช้เวลาเพื่อที่ จะมาแลกคุณจะเป็นทาเงตลอดชีวิตแต่ถ้าคุณ ฟุ่มเฟือยกับ เงินที่ ให้กับเรา เงินของเราจะไม่มันหมดครับจริ มันง่ายแค่นี้เองไม่ฟึ้นเฟกับ แต่ฟุ้นเฟยกับ คุณเงินของคุณจะไม่มนหมดสนยังไงก็แล้วแต่,combined_wav/combined_output_6200.wav
6203,"We're just trying to look at the physical, but we forget to look at this, so investing here is the best.",ตัวเราอยู่แต่เราดันมองว่า อ่ะคือ สิ่งนอกกายแต่เราลืมมองตรงนี้ก็เลยลงทุน ตรงนี้ดีที่สุด ครับ หลักๆเลยนะครับเขา ซื้อหนี้สินเไม่ได้ซืทรัพย์สินน้อยคนเข้า ใจนะครับว่าอะไรคือหนี้สินอะไรคือทรัพย์ สินทรัพย์สิน ของทรัพย์สินคือ สิ่งของที่สามารถ รายได้เงินสด,combined_wav/combined_output_6204.wav
6209,Why is $100 worth more than $100 because the stars are worth more than the money?,ดอลลารมีมูลค่ามากกว่า 100 บาททุกคนเข้า ใจใช่มั้ยครับเ้ยทำไม 100 ดอลลาร์มี มูลค่ามากกว่า 100 บาทเพราะว่าดารมี มูลค่าเงินมันมากกว่าใช่มั้ยครับทุกคน เข้าใจหมดแต่ถามว่ามีกี่ชีวิตเชียวที่ เข้าใจว่า 100 ดอลลารวันนี้มีมูลค่า มากกว่า 100 ดารพรุ่งนี้ 100 บาทวัน นี้มีมูลค่ามากกว่า 100 บาทพรุ่งนี้คุณ,combined_wav/combined_output_6210.wav
6216,"Hey, green cameras, and here we are with the Green 2 down tour.",เพลง เพลง สวัสดีครับกล้องกินกรีนครับและนี่เราอยู่ กับทัวร์ลงร้านกรีน 2 แล้วครับ,combined_wav/combined_output_6217.wav
6217,"I'm going to take you on a tour, support the green restaurant, and I'm going to go to the back of the shop, and I'm going to look at how they're organized to care about the world, how to get business to be good for the world.",ผมรายการที่จะชวนทุกคนนะครับมาทัวร์ลงไป ช่วยสนับสนุนร้านกินกรีนกันนะครับแล้วก็ จะไปดูงานหลังร้านนะครับว่าเขามีการจัด การเบื้องหลังร้านยังไงให้ใส่ใจโลกนะครับ ทำยังไงให้ธุรกิจปังและยังดีต่อโลกด้วยนะ ครับผมอ่าวันนี้นี่รับรองเลยครับว่าเราจะ ได้เจอกับธุรกิจที่ทำทั้ง ทำ ทั้ง ที่เป็นการจัดเลี้ยงเนะครับบาง,combined_wav/combined_output_6218.wav
6221,"100, but I think it'll be a good thing to show people that starting something that might help, maybe not 100, but you've already started, and you've probably got some good information from your brother A who's sharing with you at the store, so I'm okay, but we're not here today, of course, two of us.",100 แต่ผมคิดว่าก็จะเป็นสิ่งที่ดีที่ทำ ให้คนเห็นว่าการเริ่มต้นทำบางสิ่งบาง อย่างมันช่วยได้อาจจะไม่ 100 แต่คุณได้เริ่มแล้วครับอ่าน่าจะมีความรู้ อะไรดีๆจากพี่เอที่มาแบ่งปันกับทางร้าน ด้วยนะครับผมโอเคแต่ว่าในวันนี้เนี่ยเรา ไม่ได้มากัน 2 คนแน่นอนเรามาแก๊งลูกทัวร์ ของเราครับพี่เอดครับซึ่งอยู่ตรงนั้นแล้ว,combined_wav/combined_output_6222.wav
6226,"I'm a fan of the Green Party, and this is our tour today. There are a lot of green people, and there are",ร้านของตัวเองได้ค่ะครับผมแลนี่ก็คือแก๊ง ลูกทัวร์ของเราในวันนี้ครับมีหลายคนที่ เป็นผู้บริโภคสายกรีนนะครับมีผู้ที่ทำ ธุรกิจร้านอาหารคาเฟต่างๆสายรีนนะครับ เดี๋ยววันนี้มาดูกันครับว่าจะได้รับความ รู้แรงบันดาลใจอะไรจากสุขทุกคำบ้างครับ,combined_wav/combined_output_6227.wav
6229,"It's not like that, because it's also used in the past two weeks to store chemicals, he's got a lung in that range, but if it's about organic farming, I'm going to choose for most of my organic standards to be an organic standard of sustainable agriculture.",ไม่เหมือนกันไม่ไม่เหมือนฮะเพราะว่าอย่าง ปลอดสารเนี่ยยังมีการใช้สารเคมีแต่ก่อน ที่เขาจะเก็บสักสัปดาห์ 2 สัปดาห์เนี่ย เขาจะปอดช่วงนั้นนะฮะแล้วเถึงจะเอามาแต่ ถ้าบอกว่าเป็นเรื่องของออร์แกนิคอืผมก็จะ เลือกที่มีมาตรฐานเกษตรอินทรีย์ส่วนใหญ่ ของผมก็จะเป็นมาตรฐานานเกษตรอินทรีย์ของ สมาพันธ์เกษตรกรรมยั่งยืนครับในส่วนของ,combined_wav/combined_output_6230.wav
6254,"So, actually, there's actually a pork, and there's a pork, and there's a pork,",อย่างนะเออนะครับก็จริงๆเนื้อสัตวเนี่ยมี ทั้งมีทั้งหมูนะฮะมีทั้งเนื้อวัวหมูเนี่ย มาจากสามพานนะฮะอ่าอันเนี่ยวทวีฟาร์มพี่ เอแนะนำนะครับพี่เอกคุ้นเคยดีครับับวัดี ปานี่อร่อยครับจากขอนแก่นเลยเลี้ยงวิถี ธรรมชาติใช่ๆแล้วก็แล้วก็นี่ล้างคนจับปลา,combined_wav/combined_output_6255.wav
6258,"So, with songs, the quality is really delicious, so you can go and put in your canteens and buy vegetables, whether you're on the market or you're on the market.",อย่างนี้ก็ด้วยเรื่องของ เพลง คุณภาพห่อแล้วน่ากินมากจริงๆอย่างงี้ก็ไป ใส่ตู้ยินได้เลยนะ ฮะเวลาไปซื้อผักเตามไม่ว่าจะตามตลาดหรือ ว่าตามห้างสพสินค้าเราจะได้,combined_wav/combined_output_6259.wav
6262,"Well, what I want customers to bring back is that we're going to the next party, and the next one is about the song",กันนะฮะก็จะเป็นสิ่งที่ผมอยากให้ลูกค้าเเ เอากลับมาอ่ะเดี๋ยวเราไปดูพาร์ทต่อไปเนาะ ก็คือเรื่องของการ เพลง เอาล่ะฮะแล้ววันนี้นะฮะลูกถั่วของเราก็จะ ได้มีโอกาสทำ เล็กๆน้อยๆก็คือ,combined_wav/combined_output_6263.wav
6266,"Well, the popularity of the Nabes is better for this case with this one, OK, and today we're going to try a new recipe, a three-story wrap-up model, and I'm sending you one more thing that I'm not okay with, and today I'm going to wrap up a new menu called the long-iron pork.",ก็ความนิยมในเรื่องแนเบสนี่เป็นไงบ้างการ ตอบรับก็ก็ดีขึ้นสำหรับกรณีที่มีตัวนี้ เข้ามาอ่ะโอเคครับซึ่งวันนี้ก็จะลองทำ เมนูใหม่ก็คือเป็นข้าวเหนียวห่อ 3 ชั้น จำลองเอ้ยจำแลงเข้าจำลองอะไรล่ะอ่ะเดี๋ยว ผมส่งให้พี่พูดอีกทีนึงผมพูดไม่ถูกโอเค ซึ่งวันนี้ก็จะมาเป็นการห่อเมนูใหม่ชื่อ ว่าข้าวเหนียวอัญชันหมูกรอบจำแรงโอเคขยาว,combined_wav/combined_output_6267.wav
6271,"So, uh, well, we're ready to eat together, but first we're going to talk about the concept and the way",เฮแลตอนนี้ครับ นะครับก็จัด เสร็จเรียบร้อยแล้วนะครับซึ่งเดี๋ยวเราก็ จะได้มาร่วมรับประทานอาหารกันนะครับแต่ ก่อนอื่นเรามาคุยกันถึงเอ่อคอนเซปแล้วก็ วิธีการก่อนนะครับเห็นพี่สมศักดิ์เนี่ย บอกว่าตอนเนี้ยกระแสในเรื่องของการจัด ให้เป็น ที่สุดนะครับ แบบว่าไม่ใช้พลาสติกที่สุดเนี่ยกำลังมา,combined_wav/combined_output_6272.wav
6283,"Oh, wow, the food is delicious today, sir.",เพลง อืโอ้โหวันนี้อาหารอร่อยมากๆนะครับผม,combined_wav/combined_output_6284.wav
6287,"You know, as a kind of person who's been in this industry for a long time as well, I mean, I mean, it feels pretty impressive to see that we don't need 100 to get rid of waste, but let's start today, here, do 90 percent of what I'm looking at is 90 bucks less.",มั้ยครับในฐานะที่แบบ อยู่ในวงการนี้มา นานเหมือนเหมือนกันฮะไม่มีเลยคือคือรู้ สึกว่าประทับใจมากมันลงตัวมากแล้วอยากให้ ทุกคนเห็นว่าเราไม่จำเป็นต้อง 100 ในการลดขยะแต่ว่าขอให้เริ่มต้นวัน นี้ันนี้ที่นี่ทำได้ 90 กว่าเปมั้งจากที่ ผมดูเนี่ยอมันก็ถือว่าลดมาตั้ง 90 แห ไอ้้อีก 10 นี่ยังลดไม่ได้ผมว่ามันเป็น,combined_wav/combined_output_6288.wav
6292,"Good luck to the person who does business, whether it's a restaurant or anything, or even a consumer, hoping that we can get a good shot of what we know, knowledge and inspiration together.",ดีๆนะครับให้กับผู้ที่ทำธุรกิจนะครับไม่ ว่าจะร้านอาหารหรืออะไรใดๆก็ตามหรือแม้ แต่ผู้บริโภคนะครับหวังว่าเราจะได้มาถ่าย เท่าความรู้แล้วก็แรงบันดาลใจดีๆด้วยกัน นะครับทัวร์ลงร้านกรีนครั้งต่อไปจะไปลง ที่ไหนนะครับก็ฝากติดตามกันไว้ด้วยนะครับ ที่ทุกช่องทางของกล้องกินกรีนนะครับผมรีบ ๆสมัครนะครับเพราะว่าเป็นเร็วมากนะครับผม,combined_wav/combined_output_6293.wav
6293,"Anyway, keep your green cameras on all the channels. Today, thank you, S. Thank you, thank you, thank you",ก็ยังไงก็ฝากติดตามกล้องกรีนกรีนในทุก ช่องทางไว้ด้วยนะครับวันนี้ขอบคุณพี่เอส ขอบคุณพี่สมศักดิ์สุขทุกคำแล้วก็ขอบคุณ ลูกทัวร์ทุกๆท่านด้วยนะครับที่มาร่วมให้ กำลังใจกันในวันนี้นะครับผมโอเคครับอิ่ม อร่อยมีความสุขครับพบกับทัวร์ลงร้านกรีน,combined_wav/combined_output_6294.wav
6298,"Sounds for a better life, and this is what you eat on the podcasts of the Channel by the University of Great Music today.",  ฟังเพื่อชีวิตที่ดีกว่า และนี่คือรายการพอดแคสต์ของช่อง โดย มหาวิทยาลัยมหิดล เสียงดนตรี วันนี้คุณกินอะไร,combined_wav/combined_output_6299.wav
6300,"Today we're going to talk about seven misconceptions about high blood fat, six foods to help reduce fat, and how to",เสียงดนตรี วันนี้เราจะมาคุยกันในเรื่องของ 7 ความเข้าใจผิดเรื่องของไขมันในเลือดสูง 6 อาหารที่จะช่วยลดไขมัน รวมถึงวิธีการปฏิบัติตัว เวลาที่เรามีไขมันในเลือดสูง จริง ๆ ต้องบอกว่าเรื่องของไขมันนี่ เป็นเรื่องที่เคยคุยกันมาแล้วรอบหนึ่งนะคะ,combined_wav/combined_output_6301.wav
6302,"We're going to solve this question today, and let's start with the kind of ""fat"" first, the word cholesterol, and the thing we're talking about is we're cutting blood cholesterol levels and we're going to crack the triglyceride levels in the blood, and now there's the good fat, the bad fat in the blood.",วันนี้เราจะมาไขข้อข้องใจอันนี้กันค่ะ เรามาเริ่มจากการแยกชนิดของ คำว่า “ไขมัน” ก่อนเนอะ อันแรกก่อนเลยคือคำว่า คอเลสเตอรอล อันนี้ที่เราพูดกันคือ เราเจาะระดับคอเลสเตอรอลในเลือดนะคะ แล้วเราเจาะระดับของไตรกลีเซอไรด์ในเลือด ทีนี้คำว่าไขมันดี ไขมันเลว ที่อยู่ในเลือด,combined_wav/combined_output_6303.wav
6305,"And actually, it's cholesterol, so when you look at the data, you see that high cholesterol, and it increases the risk",จริง ๆ ทั้ง และ ที่ว่า มันก็คือคอเลสเตอรอลเนอะ ดังนั้นเวลาที่ดูข้อมูลนะคะ เราจะเจอว่าคอเลสเตอรอลสูง แล้วเพิ่มความเสี่ยงของการเกิดโรคหัวใจนี่ มันจะโฟกัสอยู่ที่ตัว ในขณะที่ สูงนี่ มันไม่ได้เพิ่มโรคหัวใจ แต่มันอาจจะลดโรคหัวใจด้วยซ้ำไป,combined_wav/combined_output_6306.wav
6306,"So people call it good fat and bad fat, which is cholesterol in the blood, and the second group is called triglyceride,",คนก็เลยเอามาเรียกว่าเป็นไขมันดีกับไขมันเลว ซึ่งอันนี้เป็นคอเลสเตอรอลในเลือด กลุ่มที่ 2 ก็คือตัวที่ชื่อ “ไตรกลีเซอไรด์” ไตรกลีเซอไรด์ เป็นไขมันที่อยู่ในเลือดเหมือนกัน แต่จะเป็นเหมือนตัวที่จะคอยควบคุม ในเรื่องของพลังงานในร่างกาย แบ่งออกเป็น อันที่ 1 ก็คือแยกออกไปเลย ว่าเป็นคอเลสเตอรอลในอาหาร อันที่ 2 ไขมันในอาหาร,combined_wav/combined_output_6307.wav
6308,"And then we'll look at what's in the food section, and first people will say, ""Well, if we listen to",แล้วเดี๋ยวเราค่อยไปดูกันว่า ในส่วนของอาหารคืออะไร อันแรกก็จะมีคนถามว่า เอ๊ะ ถ้าเกิดเราฟังดูนี่ เราจะรู้สึกว่า คอเลสเตอรอลสูง มันไม่ดีเลย เดี๋ยวทำให้เกิดการอุดตัน เส้นเลือดอุดตัน โรคหลอดเลือดในสมอง โรคหัวใจ เพราะฉะนั้นนี่ ยิ่งคอเลสเตอรอลในเลือดต่ำ ยิ่งดี จริงหรือเปล่า ต้องบอกว่าอย่างนี้ค่ะ ในกรณีของคอเลสเตอรอลต่ำนี่,combined_wav/combined_output_6309.wav
6309,"If it's very low, the first thing we're going to look at is whether this person has a disease or an disorder, because this low cholesterol, it would indicate that this person has malnutrition or lack of food in people who have been starving for a long time, or liver disease.",ถ้ามันต่ำมาก ๆ อย่างแรกที่เราจะดูก่อนก็คือว่า คน ๆ นี้มีโรค หรือมีความผิดปกติใด ๆ หรือเปล่า เพราะว่าการที่คอเลสเตอรอลต่ำนี่ค่ะ มันจะเป็นตัวบ่งชี้ว่าคน ๆ นี้ มีภาวะทุพโภชนาการหรือว่าขาดอาหาร ในคนที่อดอาหารมานาน ๆ นะคะ หรือว่าโรคตับ,combined_wav/combined_output_6310.wav
6314,"So cholesterol doesn't mean it's not good. Cholesterol has its advantages, but of course, too much cholesterol has",ดังนั้น คอเลสเตอรอล ไม่ได้หมายความว่ามันจะไม่มีข้อดีนะคะ คอเลสเตอรอลก็มีข้อดี แต่แน่นอนค่ะ คอเลสเตอรอลมากเกินไป ก็เกิดข้อเสีย ในขณะเดียวกัน ถ้าคอเลสเตอรอลต่ำเกินไป เราก็ควรจะต้องไปมองหาด้วยว่า เขามีโรคประจำตัว หรือมีความผิดปกติอะไรในร่างกายหรือเปล่า ที่ทำให้คอเลสเตอรอลมันต่ำเกินไปค่ะ,combined_wav/combined_output_6315.wav
6319,"So, really, there are other factors that increase high blood cholesterol, besides diet, and besides genetics, and then you'",เพราะฉะนั้น จริง ๆ มันยังมีปัจจัยอื่น ที่ทำให้คอเลสเตอรอลในเลือดสูงได้ นอกเหนือจากเรื่องของการกิน แล้วก็นอกเหนือจากกรรมพันธุ์ อันถัดมาก็จะมีคนถามว่า เอ๊ะ คอเลสเตอรอลสูง แต่ฉันไม่เห็นมีอาการอะไรเลย ฉันตรวจร่างกายมา 45 ปีแล้ว คอเลสเตอรอลฉันสูง ไม่เห็นมีอาการอะไรเลย ไม่ต้องรักษาได้ไหม,combined_wav/combined_output_6320.wav
6321,"I have to say this: in general, most patients with high cholesterol often have no symptoms, in this part of the headache,",ต้องบอกว่าอย่างนี้นะคะ โดยทั่วไปนี่ ส่วนใหญ่ของคนไข้ ที่มีปัญหาคอเลสเตอรอลสูง มักจะไม่มีอาการ ในส่วนของเรื่องของอาการปวดศีรษะนี่ มันไม่จำเพาะเจาะจง มันเป็นลักษณะของความรู้สึกของแต่ละคน ที่ไม่เหมือนกัน มีคนไข้บางคนบอกอย่างนี้จริง ๆ ค่ะว่า เวลาคอเลสเตอรอลสูงแล้วมักจะมีอาการปวดศีรษะ,combined_wav/combined_output_6322.wav
6327,"We call it, and, in case we get fat, it'll drop us, so by the time we lose this weight, we'll probably be able to see that we're up, so it'll probably be an implicit feature to the fifth.",ที่เราเรียกว่า แล้วก็ ในกรณีที่เราอ้วนขึ้น มันจะทำให้ เราลดลง เพราะฉะนั้น พอเวลาที่เราลดน้ำหนักนี่ เราอาจจะเห็น เราเพิ่มขึ้นได้ เพราะฉะนั้น อาจจะเป็นลักษณะของโดยทางอ้อม มาถึงข้อที่ 5 แล้วนะคะ หลายคนนี่ได้รับยาลดไขมัน อาคุณหมอบอกว่าให้กินยาลดไขมัน,combined_wav/combined_output_6328.wav
6328,"And finally, I'm hoping to lose weight because I'm on a fat diet, and this is the individual fat in our",เสร็จแล้วก็คาดหวังว่า น้ำหนักจะต้องลดลง เพราะว่าฉันกินยาลดไขมันแล้ว อันนี้คือคนละส่วนกันนะคะ ไขมันที่อยู่ในเลือดเรา ที่เราเจาะกัน ไม่ว่าจะเป็นไตรกลีเซอไรด์หรือคอเลสเตอรอล สมมุติถามว่ามันให้พลังงานมากแค่ไหน จริง ๆ พลังงานที่เกิดขึ้นจากไตรกลีเซอไรด์ ที่เราเอามาทำเป็นพลังงานได้นี่ มีไม่เยอะเลยค่ะ,combined_wav/combined_output_6329.wav
6329,"Because the units that we get are milligrams per deciliters in the blood, so actually, this is the fat or the triglyceride that's in our blood, it's very small, it's in the body, it's in the body, it's in the body, it's in the body, it's in the body, it's in the diets, it's in the stentins, it's mostly reducing cholesterol, and this one barely affects the weight.",เพราะว่าหน่วยที่เราได้นี่คือ มิลลิกรัมต่อเดซิลิตรในเลือดเนอะ เพราะฉะนั้น จริง ๆ แล้วนี่ ไขมันหรือไตรกลีเซอไรด์ที่มีในเลือดเรานี่ มีนิดเดียวเองค่ะ สิ่งที่เยอะคือสะสมอยู่ตามร่างกาย เวลาที่เขาให้ยาลดไขมัน ซึ่งส่วนใหญ่จะเป็นกลุ่มสแตติน ไปลดคอเลสเตอรอล อันนี้แทบไม่มีผลใด ๆ กับส่วนของน้ำหนักเลยค่ะ,combined_wav/combined_output_6330.wav
